template_id,order,frame_id,prompt_idx,prompt,io_name,s_name,io_token,s_token
baba_t0,BABA,t0,122,"Then, Robert and Jacob went to the store. Robert gave a ring to",Jacob,Robert,12806,5199
baba_t0,BABA,t0,123,"Then, Steven and Alice went to the store. Steven gave a ring to",Alice,Steven,14862,8239
baba_t0,BABA,t0,124,"Then, James and Daniel went to the store. James gave a ring to",Daniel,James,7806,3700
baba_t0,BABA,t0,125,"Then, Laura and Michael went to the store. Laura gave a ring to",Michael,Laura,3899,16753
baba_t0,BABA,t0,126,"Then, Rachel and Eric went to the store. Rachel gave a ring to",Eric,Rachel,7651,15984
baba_t0,BABA,t0,127,"Then, Jason and Anna went to the store. Jason gave a ring to",Anna,Jason,11735,8982
abba_t1,ABBA,t1,0,"Then, Nancy and Daniel had a lot of fun at the garden. Daniel gave a drink to",Nancy,Daniel,18496,7806
abba_t1,ABBA,t1,1,"Then, Brian and Eric had a lot of fun at the garden. Eric gave a drink to",Brian,Eric,8403,7651
abba_t1,ABBA,t1,2,"Then, Emma and Mary had a lot of fun at the garden. Mary gave a drink to",Emma,Mary,18966,5335
abba_t1,ABBA,t1,3,"Then, Michael and Jacob had a lot of fun at the garden. Jacob gave a drink to",Michael,Jacob,3899,12806
abba_t1,ABBA,t1,4,"Then, Anna and Daniel had a lot of fun at the garden. Daniel gave a drink to",Anna,Daniel,11735,7806
abba_t1,ABBA,t1,5,"Then, Helen and Karen had a lot of fun at the garden. Karen gave a drink to",Helen,Karen,22695,18678
abba_t1,ABBA,t1,6,"Then, Jason and Jessica had a lot of fun at the garden. Jessica gave a drink to",Jason,Jessica,8982,17352
abba_t1,ABBA,t1,7,"Then, Anna and Laura had a lot of fun at the garden. Laura gave a drink to",Anna,Laura,11735,16753
abba_t1,ABBA,t1,8,"Then, Kevin and Eric had a lot of fun at the garden. Eric gave a drink to",Kevin,Eric,7939,7651
abba_t1,ABBA,t1,9,"Then, Helen and James had a lot of fun at the garden. James gave a drink to",Helen,James,22695,3700
abba_t1,ABBA,t1,10,"Then, Jacob and Tom had a lot of fun at the garden. Tom gave a drink to",Jacob,Tom,12806,4186
abba_t1,ABBA,t1,11,"Then, Jessica and Tom had a lot of fun at the garden. Tom gave a drink to",Jessica,Tom,17352,4186
abba_t1,ABBA,t1,12,"Then, Brian and Alice had a lot of fun at the garden. Alice gave a drink to",Brian,Alice,8403,14862
abba_t1,ABBA,t1,13,"Then, Lisa and Karen had a lot of fun at the garden. Karen gave a drink to",Lisa,Karen,15378,18678
abba_t1,ABBA,t1,14,"Then, Michael and Helen had a lot of fun at the garden. Helen gave a drink to",Michael,Helen,3899,22695
abba_t1,ABBA,t1,15,"Then, Scott and Steven had a lot of fun at the garden. Steven gave a drink to",Scott,Steven,4746,8239
abba_t1,ABBA,t1,16,"Then, Karen and Lisa had a lot of fun at the garden. Lisa gave a drink to",Karen,Lisa,18678,15378
abba_t1,ABBA,t1,17,"Then, Eric and Tom had a lot of fun at the garden. Tom gave a drink to",Eric,Tom,7651,4186
abba_t1,ABBA,t1,18,"Then, Jessica and Alice had a lot of fun at the garden. Alice gave a drink to",Jessica,Alice,17352,14862
abba_t1,ABBA,t1,19,"Then, Rachel and Bob had a lot of fun at the garden. Bob gave a drink to",Rachel,Bob,15984,5811
abba_t1,ABBA,t1,20,"Then, Eric and Nancy had a lot of fun at the garden. Nancy gave a drink to",Eric,Nancy,7651,18496
abba_t1,ABBA,t1,21,"Then, Susan and David had a lot of fun at the garden. David gave a drink to",Susan,David,14919,3271
abba_t1,ABBA,t1,22,"Then, Anna and Scott had a lot of fun at the garden. Scott gave a drink to",Anna,Scott,11735,4746
abba_t1,ABBA,t1,23,"Then, Alice and Laura had a lot of fun at the garden. Laura gave a drink to",Alice,Laura,14862,16753
abba_t1,ABBA,t1,24,"Then, Emma and David had a lot of fun at the garden. David gave a drink to",Emma,David,18966,3271
abba_t1,ABBA,t1,25,"Then, Lisa and Mark had a lot of fun at the garden. Mark gave a drink to",Lisa,Mark,15378,2940
abba_t1,ABBA,t1,26,"Then, Scott and Anna had a lot of fun at the garden. Anna gave a drink to",Scott,Anna,4746,11735
abba_t1,ABBA,t1,27,"Then, Robert and Nancy had a lot of fun at the garden. Nancy gave a drink to",Robert,Nancy,5199,18496
abba_t1,ABBA,t1,28,"Then, Jacob and Michael had a lot of fun at the garden. Michael gave a drink to",Jacob,Michael,12806,3899
abba_t1,ABBA,t1,29,"Then, Mary and Karen had a lot of fun at the garden. Karen gave a drink to",Mary,Karen,5335,18678
abba_t1,ABBA,t1,30,"Then, Helen and Scott had a lot of fun at the garden. Scott gave a drink to",Helen,Scott,22695,4746
abba_t1,ABBA,t1,31,"Then, Helen and John had a lot of fun at the garden. John gave a drink to",Helen,John,22695,1757
abba_t1,ABBA,t1,32,"Then, Bob and Rachel had a lot of fun at the garden. Rachel gave a drink to",Bob,Rachel,5811,15984
abba_t1,ABBA,t1,33,"Then, Jason and Daniel had a lot of fun at the garden. Daniel gave a drink to",Jason,Daniel,8982,7806
abba_t1,ABBA,t1,34,"Then, Steven and Jason had a lot of fun at the garden. Jason gave a drink to",Steven,Jason,8239,8982
abba_t1,ABBA,t1,35,"Then, Karen and Susan had a lot of fun at the garden. Susan gave a drink to",Karen,Susan,18678,14919
abba_t1,ABBA,t1,36,"Then, Mark and John had a lot of fun at the garden. John gave a drink to",Mark,John,2940,1757
abba_t1,ABBA,t1,37,"Then, Lisa and Anna had a lot of fun at the garden. Anna gave a drink to",Lisa,Anna,15378,11735
abba_t1,ABBA,t1,38,"Then, Jason and Nancy had a lot of fun at the garden. Nancy gave a drink to",Jason,Nancy,8982,18496
abba_t1,ABBA,t1,39,"Then, David and Emily had a lot of fun at the garden. Emily gave a drink to",David,Emily,3271,17608
abba_t1,ABBA,t1,40,"Then, Rachel and David had a lot of fun at the garden. David gave a drink to",Rachel,David,15984,3271
abba_t1,ABBA,t1,41,"Then, Steven and Nancy had a lot of fun at the garden. Nancy gave a drink to",Steven,Nancy,8239,18496
abba_t1,ABBA,t1,42,"Then, Bob and James had a lot of fun at the garden. James gave a drink to",Bob,James,5811,3700
abba_t1,ABBA,t1,43,"Then, Helen and Kevin had a lot of fun at the garden. Kevin gave a drink to",Helen,Kevin,22695,7939
abba_t1,ABBA,t1,44,"Then, Emily and Karen had a lot of fun at the garden. Karen gave a drink to",Emily,Karen,17608,18678
abba_t1,ABBA,t1,45,"Then, Tom and Karen had a lot of fun at the garden. Karen gave a drink to",Tom,Karen,4186,18678
abba_t1,ABBA,t1,46,"Then, Scott and Robert had a lot of fun at the garden. Robert gave a drink to",Scott,Robert,4746,5199
abba_t1,ABBA,t1,47,"Then, Bob and David had a lot of fun at the garden. David gave a drink to",Bob,David,5811,3271
abba_t1,ABBA,t1,48,"Then, Eric and Jacob had a lot of fun at the garden. Jacob gave a drink to",Eric,Jacob,7651,12806
abba_t1,ABBA,t1,49,"Then, Helen and Anna had a lot of fun at the garden. Anna gave a drink to",Helen,Anna,22695,11735
abba_t1,ABBA,t1,50,"Then, Alice and Jessica had a lot of fun at the garden. Jessica gave a drink to",Alice,Jessica,14862,17352
abba_t1,ABBA,t1,51,"Then, Scott and Jessica had a lot of fun at the garden. Jessica gave a drink to",Scott,Jessica,4746,17352
abba_t1,ABBA,t1,52,"Then, Steven and Alice had a lot of fun at the garden. Alice gave a drink to",Steven,Alice,8239,14862
abba_t1,ABBA,t1,53,"Then, Scott and David had a lot of fun at the garden. David gave a drink to",Scott,David,4746,3271
abba_t1,ABBA,t1,54,"Then, Jason and Helen had a lot of fun at the garden. Helen gave a drink to",Jason,Helen,8982,22695
abba_t1,ABBA,t1,55,"Then, Scott and James had a lot of fun at the garden. James gave a drink to",Scott,James,4746,3700
abba_t1,ABBA,t1,56,"Then, Scott and Kevin had a lot of fun at the garden. Kevin gave a drink to",Scott,Kevin,4746,7939
abba_t1,ABBA,t1,57,"Then, Jessica and Robert had a lot of fun at the garden. Robert gave a drink to",Jessica,Robert,17352,5199
abba_t1,ABBA,t1,58,"Then, Bob and Lisa had a lot of fun at the garden. Lisa gave a drink to",Bob,Lisa,5811,15378
abba_t1,ABBA,t1,59,"Then, Karen and Daniel had a lot of fun at the garden. Daniel gave a drink to",Karen,Daniel,18678,7806
abba_t1,ABBA,t1,60,"Then, David and Kevin had a lot of fun at the garden. Kevin gave a drink to",David,Kevin,3271,7939
abba_t1,ABBA,t1,61,"Then, Emily and Jessica had a lot of fun at the garden. Jessica gave a drink to",Emily,Jessica,17608,17352
abba_t1,ABBA,t1,62,"Then, Sarah and James had a lot of fun at the garden. James gave a drink to",Sarah,James,10490,3700
abba_t1,ABBA,t1,63,"Then, Jason and Sarah had a lot of fun at the garden. Sarah gave a drink to",Jason,Sarah,8982,10490
abba_t1,ABBA,t1,64,"Then, Mary and Lisa had a lot of fun at the garden. Lisa gave a drink to",Mary,Lisa,5335,15378
abba_t1,ABBA,t1,65,"Then, Susan and Michael had a lot of fun at the garden. Michael gave a drink to",Susan,Michael,14919,3899
abba_t1,ABBA,t1,66,"Then, Anna and Bob had a lot of fun at the garden. Bob gave a drink to",Anna,Bob,11735,5811
abba_t1,ABBA,t1,67,"Then, Bob and Susan had a lot of fun at the garden. Susan gave a drink to",Bob,Susan,5811,14919
abba_t1,ABBA,t1,68,"Then, Brian and Tom had a lot of fun at the garden. Tom gave a drink to",Brian,Tom,8403,4186
abba_t1,ABBA,t1,69,"Then, Helen and Mary had a lot of fun at the garden. Mary gave a drink to",Helen,Mary,22695,5335
abba_t1,ABBA,t1,70,"Then, Jason and Bob had a lot of fun at the garden. Bob gave a drink to",Jason,Bob,8982,5811
abba_t1,ABBA,t1,71,"Then, Eric and Steven had a lot of fun at the garden. Steven gave a drink to",Eric,Steven,7651,8239
abba_t1,ABBA,t1,72,"Then, Helen and Jason had a lot of fun at the garden. Jason gave a drink to",Helen,Jason,22695,8982
abba_t1,ABBA,t1,73,"Then, Scott and Susan had a lot of fun at the garden. Susan gave a drink to",Scott,Susan,4746,14919
abba_t1,ABBA,t1,74,"Then, Daniel and Jason had a lot of fun at the garden. Jason gave a drink to",Daniel,Jason,7806,8982
abba_t1,ABBA,t1,75,"Then, Steven and Jacob had a lot of fun at the garden. Jacob gave a drink to",Steven,Jacob,8239,12806
abba_t1,ABBA,t1,76,"Then, Karen and Emily had a lot of fun at the garden. Emily gave a drink to",Karen,Emily,18678,17608
abba_t1,ABBA,t1,77,"Then, Nancy and James had a lot of fun at the garden. James gave a drink to",Nancy,James,18496,3700
abba_t1,ABBA,t1,78,"Then, Eric and Susan had a lot of fun at the garden. Susan gave a drink to",Eric,Susan,7651,14919
abba_t1,ABBA,t1,79,"Then, Kevin and Jason had a lot of fun at the garden. Jason gave a drink to",Kevin,Jason,7939,8982
abba_t1,ABBA,t1,80,"Then, Emma and Kevin had a lot of fun at the garden. Kevin gave a drink to",Emma,Kevin,18966,7939
abba_t1,ABBA,t1,81,"Then, Michael and Robert had a lot of fun at the garden. Robert gave a drink to",Michael,Robert,3899,5199
abba_t1,ABBA,t1,82,"Then, Anna and Susan had a lot of fun at the garden. Susan gave a drink to",Anna,Susan,11735,14919
abba_t1,ABBA,t1,83,"Then, Mark and Steven had a lot of fun at the garden. Steven gave a drink to",Mark,Steven,2940,8239
abba_t1,ABBA,t1,84,"Then, Laura and Bob had a lot of fun at the garden. Bob gave a drink to",Laura,Bob,16753,5811
abba_t1,ABBA,t1,85,"Then, David and Lisa had a lot of fun at the garden. Lisa gave a drink to",David,Lisa,3271,15378
abba_t1,ABBA,t1,86,"Then, Alice and Anna had a lot of fun at the garden. Anna gave a drink to",Alice,Anna,14862,11735
abba_t1,ABBA,t1,87,"Then, Kevin and Mark had a lot of fun at the garden. Mark gave a drink to",Kevin,Mark,7939,2940
abba_t1,ABBA,t1,88,"Then, David and Nancy had a lot of fun at the garden. Nancy gave a drink to",David,Nancy,3271,18496
abba_t1,ABBA,t1,89,"Then, James and Emily had a lot of fun at the garden. Emily gave a drink to",James,Emily,3700,17608
abba_t1,ABBA,t1,90,"Then, John and Rachel had a lot of fun at the garden. Rachel gave a drink to",John,Rachel,1757,15984
abba_t1,ABBA,t1,91,"Then, Michael and Alice had a lot of fun at the garden. Alice gave a drink to",Michael,Alice,3899,14862
abba_t1,ABBA,t1,92,"Then, Steven and Emily had a lot of fun at the garden. Emily gave a drink to",Steven,Emily,8239,17608
abba_t1,ABBA,t1,93,"Then, Laura and Karen had a lot of fun at the garden. Karen gave a drink to",Laura,Karen,16753,18678
abba_t1,ABBA,t1,94,"Then, Sarah and David had a lot of fun at the garden. David gave a drink to",Sarah,David,10490,3271
abba_t1,ABBA,t1,95,"Then, Emma and Jason had a lot of fun at the garden. Jason gave a drink to",Emma,Jason,18966,8982
abba_t1,ABBA,t1,96,"Then, Mary and Alice had a lot of fun at the garden. Alice gave a drink to",Mary,Alice,5335,14862
abba_t1,ABBA,t1,97,"Then, Karen and Tom had a lot of fun at the garden. Tom gave a drink to",Karen,Tom,18678,4186
abba_t1,ABBA,t1,98,"Then, Nancy and Steven had a lot of fun at the garden. Steven gave a drink to",Nancy,Steven,18496,8239
abba_t1,ABBA,t1,99,"Then, Emily and Mary had a lot of fun at the garden. Mary gave a drink to",Emily,Mary,17608,5335
abba_t1,ABBA,t1,100,"Then, Jason and Kevin had a lot of fun at the garden. Kevin gave a drink to",Jason,Kevin,8982,7939
abba_t1,ABBA,t1,101,"Then, Mark and Helen had a lot of fun at the garden. Helen gave a drink to",Mark,Helen,2940,22695
abba_t1,ABBA,t1,102,"Then, Lisa and Susan had a lot of fun at the garden. Susan gave a drink to",Lisa,Susan,15378,14919
abba_t1,ABBA,t1,103,"Then, Bob and John had a lot of fun at the garden. John gave a drink to",Bob,John,5811,1757
abba_t1,ABBA,t1,104,"Then, Alice and Mark had a lot of fun at the garden. Mark gave a drink to",Alice,Mark,14862,2940
abba_t1,ABBA,t1,105,"Then, James and Lisa had a lot of fun at the garden. Lisa gave a drink to",James,Lisa,3700,15378
abba_t1,ABBA,t1,106,"Then, Alice and Daniel had a lot of fun at the garden. Daniel gave a drink to",Alice,Daniel,14862,7806
abba_t1,ABBA,t1,107,"Then, Bob and Laura had a lot of fun at the garden. Laura gave a drink to",Bob,Laura,5811,16753
abba_t1,ABBA,t1,108,"Then, Jason and Alice had a lot of fun at the garden. Alice gave a drink to",Jason,Alice,8982,14862
abba_t1,ABBA,t1,109,"Then, John and James had a lot of fun at the garden. James gave a drink to",John,James,1757,3700
abba_t1,ABBA,t1,110,"Then, Sarah and Steven had a lot of fun at the garden. Steven gave a drink to",Sarah,Steven,10490,8239
abba_t1,ABBA,t1,111,"Then, James and Rachel had a lot of fun at the garden. Rachel gave a drink to",James,Rachel,3700,15984
abba_t1,ABBA,t1,112,"Then, Karen and Mary had a lot of fun at the garden. Mary gave a drink to",Karen,Mary,18678,5335
abba_t1,ABBA,t1,113,"Then, Helen and Susan had a lot of fun at the garden. Susan gave a drink to",Helen,Susan,22695,14919
abba_t1,ABBA,t1,114,"Then, John and Scott had a lot of fun at the garden. Scott gave a drink to",John,Scott,1757,4746
abba_t1,ABBA,t1,115,"Then, Emma and Lisa had a lot of fun at the garden. Lisa gave a drink to",Emma,Lisa,18966,15378
abba_t1,ABBA,t1,116,"Then, Alice and Jason had a lot of fun at the garden. Jason gave a drink to",Alice,Jason,14862,8982
abba_t1,ABBA,t1,117,"Then, Michael and Bob had a lot of fun at the garden. Bob gave a drink to",Michael,Bob,3899,5811
abba_t1,ABBA,t1,118,"Then, Emily and Bob had a lot of fun at the garden. Bob gave a drink to",Emily,Bob,17608,5811
abba_t1,ABBA,t1,119,"Then, Mark and Jessica had a lot of fun at the garden. Jessica gave a drink to",Mark,Jessica,2940,17352
abba_t1,ABBA,t1,120,"Then, Laura and Emma had a lot of fun at the garden. Emma gave a drink to",Laura,Emma,16753,18966
abba_t1,ABBA,t1,121,"Then, Sarah and Mary had a lot of fun at the garden. Mary gave a drink to",Sarah,Mary,10490,5335
abba_t1,ABBA,t1,122,"Then, Jacob and Robert had a lot of fun at the garden. Robert gave a drink to",Jacob,Robert,12806,5199
abba_t1,ABBA,t1,123,"Then, Alice and Steven had a lot of fun at the garden. Steven gave a drink to",Alice,Steven,14862,8239
abba_t1,ABBA,t1,124,"Then, Daniel and James had a lot of fun at the garden. James gave a drink to",Daniel,James,7806,3700
abba_t1,ABBA,t1,125,"Then, Michael and Laura had a lot of fun at the garden. Laura gave a drink to",Michael,Laura,3899,16753
abba_t1,ABBA,t1,126,"Then, Eric and Rachel had a lot of fun at the garden. Rachel gave a drink to",Eric,Rachel,7651,15984
abba_t1,ABBA,t1,127,"Then, Anna and Jason had a lot of fun at the garden. Jason gave a drink to",Anna,Jason,11735,8982
baba_t1,BABA,t1,0,"Then, Daniel and Nancy had a lot of fun at the garden. Daniel gave a drink to",Nancy,Daniel,18496,7806
baba_t1,BABA,t1,1,"Then, Eric and Brian had a lot of fun at the garden. Eric gave a drink to",Brian,Eric,8403,7651
baba_t1,BABA,t1,2,"Then, Mary and Emma had a lot of fun at the garden. Mary gave a drink to",Emma,Mary,18966,5335
baba_t1,BABA,t1,3,"Then, Jacob and Michael had a lot of fun at the garden. Jacob gave a drink to",Michael,Jacob,3899,12806
baba_t1,BABA,t1,4,"Then, Daniel and Anna had a lot of fun at the garden. Daniel gave a drink to",Anna,Daniel,11735,7806
baba_t1,BABA,t1,5,"Then, Karen and Helen had a lot of fun at the garden. Karen gave a drink to",Helen,Karen,22695,18678
baba_t1,BABA,t1,6,"Then, Jessica and Jason had a lot of fun at the garden. Jessica gave a drink to",Jason,Jessica,8982,17352
baba_t1,BABA,t1,7,"Then, Laura and Anna had a lot of fun at the garden. Laura gave a drink to",Anna,Laura,11735,16753
baba_t1,BABA,t1,8,"Then, Eric and Kevin had a lot of fun at the garden. Eric gave a drink to",Kevin,Eric,7939,7651
baba_t1,BABA,t1,9,"Then, James and Helen had a lot of fun at the garden. James gave a drink to",Helen,James,22695,3700
baba_t1,BABA,t1,10,"Then, Tom and Jacob had a lot of fun at the garden. Tom gave a drink to",Jacob,Tom,12806,4186
baba_t1,BABA,t1,11,"Then, Tom and Jessica had a lot of fun at the garden. Tom gave a drink to",Jessica,Tom,17352,4186
baba_t1,BABA,t1,12,"Then, Alice and Brian had a lot of fun at the garden. Alice gave a drink to",Brian,Alice,8403,14862
baba_t1,BABA,t1,13,"Then, Karen and Lisa had a lot of fun at the garden. Karen gave a drink to",Lisa,Karen,15378,18678
baba_t1,BABA,t1,14,"Then, Helen and Michael had a lot of fun at the garden. Helen gave a drink to",Michael,Helen,3899,22695
baba_t1,BABA,t1,15,"Then, Steven and Scott had a lot of fun at the garden. Steven gave a drink to",Scott,Steven,4746,8239
baba_t1,BABA,t1,16,"Then, Lisa and Karen had a lot of fun at the garden. Lisa gave a drink to",Karen,Lisa,18678,15378
baba_t1,BABA,t1,17,"Then, Tom and Eric had a lot of fun at the garden. Tom gave a drink to",Eric,Tom,7651,4186
baba_t1,BABA,t1,18,"Then, Alice and Jessica had a lot of fun at the garden. Alice gave a drink to",Jessica,Alice,17352,14862
baba_t1,BABA,t1,19,"Then, Bob and Rachel had a lot of fun at the garden. Bob gave a drink to",Rachel,Bob,15984,5811
baba_t1,BABA,t1,20,"Then, Nancy and Eric had a lot of fun at the garden. Nancy gave a drink to",Eric,Nancy,7651,18496
baba_t1,BABA,t1,21,"Then, David and Susan had a lot of fun at the garden. David gave a drink to",Susan,David,14919,3271
baba_t1,BABA,t1,22,"Then, Scott and Anna had a lot of fun at the garden. Scott gave a drink to",Anna,Scott,11735,4746
baba_t1,BABA,t1,23,"Then, Laura and Alice had a lot of fun at the garden. Laura gave a drink to",Alice,Laura,14862,16753
baba_t1,BABA,t1,24,"Then, David and Emma had a lot of fun at the garden. David gave a drink to",Emma,David,18966,3271
baba_t1,BABA,t1,25,"Then, Mark and Lisa had a lot of fun at the garden. Mark gave a drink to",Lisa,Mark,15378,2940
baba_t1,BABA,t1,26,"Then, Anna and Scott had a lot of fun at the garden. Anna gave a drink to",Scott,Anna,4746,11735
baba_t1,BABA,t1,27,"Then, Nancy and Robert had a lot of fun at the garden. Nancy gave a drink to",Robert,Nancy,5199,18496
baba_t1,BABA,t1,28,"Then, Michael and Jacob had a lot of fun at the garden. Michael gave a drink to",Jacob,Michael,12806,3899
baba_t1,BABA,t1,29,"Then, Karen and Mary had a lot of fun at the garden. Karen gave a drink to",Mary,Karen,5335,18678
baba_t1,BABA,t1,30,"Then, Scott and Helen had a lot of fun at the garden. Scott gave a drink to",Helen,Scott,22695,4746
baba_t1,BABA,t1,31,"Then, John and Helen had a lot of fun at the garden. John gave a drink to",Helen,John,22695,1757
baba_t1,BABA,t1,32,"Then, Rachel and Bob had a lot of fun at the garden. Rachel gave a drink to",Bob,Rachel,5811,15984
baba_t1,BABA,t1,33,"Then, Daniel and Jason had a lot of fun at the garden. Daniel gave a drink to",Jason,Daniel,8982,7806
baba_t1,BABA,t1,34,"Then, Jason and Steven had a lot of fun at the garden. Jason gave a drink to",Steven,Jason,8239,8982
baba_t1,BABA,t1,35,"Then, Susan and Karen had a lot of fun at the garden. Susan gave a drink to",Karen,Susan,18678,14919
baba_t1,BABA,t1,36,"Then, John and Mark had a lot of fun at the garden. John gave a drink to",Mark,John,2940,1757
baba_t1,BABA,t1,37,"Then, Anna and Lisa had a lot of fun at the garden. Anna gave a drink to",Lisa,Anna,15378,11735
baba_t1,BABA,t1,38,"Then, Nancy and Jason had a lot of fun at the garden. Nancy gave a drink to",Jason,Nancy,8982,18496
baba_t1,BABA,t1,39,"Then, Emily and David had a lot of fun at the garden. Emily gave a drink to",David,Emily,3271,17608
baba_t1,BABA,t1,40,"Then, David and Rachel had a lot of fun at the garden. David gave a drink to",Rachel,David,15984,3271
baba_t1,BABA,t1,41,"Then, Nancy and Steven had a lot of fun at the garden. Nancy gave a drink to",Steven,Nancy,8239,18496
baba_t1,BABA,t1,42,"Then, James and Bob had a lot of fun at the garden. James gave a drink to",Bob,James,5811,3700
baba_t1,BABA,t1,43,"Then, Kevin and Helen had a lot of fun at the garden. Kevin gave a drink to",Helen,Kevin,22695,7939
baba_t1,BABA,t1,44,"Then, Karen and Emily had a lot of fun at the garden. Karen gave a drink to",Emily,Karen,17608,18678
baba_t1,BABA,t1,45,"Then, Karen and Tom had a lot of fun at the garden. Karen gave a drink to",Tom,Karen,4186,18678
baba_t1,BABA,t1,46,"Then, Robert and Scott had a lot of fun at the garden. Robert gave a drink to",Scott,Robert,4746,5199
baba_t1,BABA,t1,47,"Then, David and Bob had a lot of fun at the garden. David gave a drink to",Bob,David,5811,3271
baba_t1,BABA,t1,48,"Then, Jacob and Eric had a lot of fun at the garden. Jacob gave a drink to",Eric,Jacob,7651,12806
baba_t1,BABA,t1,49,"Then, Anna and Helen had a lot of fun at the garden. Anna gave a drink to",Helen,Anna,22695,11735
baba_t1,BABA,t1,50,"Then, Jessica and Alice had a lot of fun at the garden. Jessica gave a drink to",Alice,Jessica,14862,17352
baba_t1,BABA,t1,51,"Then, Jessica and Scott had a lot of fun at the garden. Jessica gave a drink to",Scott,Jessica,4746,17352
baba_t1,BABA,t1,52,"Then, Alice and Steven had a lot of fun at the garden. Alice gave a drink to",Steven,Alice,8239,14862
baba_t1,BABA,t1,53,"Then, David and Scott had a lot of fun at the garden. David gave a drink to",Scott,David,4746,3271
baba_t1,BABA,t1,54,"Then, Helen and Jason had a lot of fun at the garden. Helen gave a drink to",Jason,Helen,8982,22695
baba_t1,BABA,t1,55,"Then, James and Scott had a lot of fun at the garden. James gave a drink to",Scott,James,4746,3700
baba_t1,BABA,t1,56,"Then, Kevin and Scott had a lot of fun at the garden. Kevin gave a drink to",Scott,Kevin,4746,7939
baba_t1,BABA,t1,57,"Then, Robert and Jessica had a lot of fun at the garden. Robert gave a drink to",Jessica,Robert,17352,5199
baba_t1,BABA,t1,58,"Then, Lisa and Bob had a lot of fun at the garden. Lisa gave a drink to",Bob,Lisa,5811,15378
baba_t1,BABA,t1,59,"Then, Daniel and Karen had a lot of fun at the garden. Daniel gave a drink to",Karen,Daniel,18678,7806
baba_t1,BABA,t1,60,"Then, Kevin and David had a lot of fun at the garden. Kevin gave a drink to",David,Kevin,3271,7939
baba_t1,BABA,t1,61,"Then, Jessica and Emily had a lot of fun at the garden. Jessica gave a drink to",Emily,Jessica,17608,17352
baba_t1,BABA,t1,62,"Then, James and Sarah had a lot of fun at the garden. James gave a drink to",Sarah,James,10490,3700
baba_t1,BABA,t1,63,"Then, Sarah and Jason had a lot of fun at the garden. Sarah gave a drink to",Jason,Sarah,8982,10490
baba_t1,BABA,t1,64,"Then, Lisa and Mary had a lot of fun at the garden. Lisa gave a drink to",Mary,Lisa,5335,15378
baba_t1,BABA,t1,65,"Then, Michael and Susan had a lot of fun at the garden. Michael gave a drink to",Susan,Michael,14919,3899
baba_t1,BABA,t1,66,"Then, Bob and Anna had a lot of fun at the garden. Bob gave a drink to",Anna,Bob,11735,5811
baba_t1,BABA,t1,67,"Then, Susan and Bob had a lot of fun at the garden. Susan gave a drink to",Bob,Susan,5811,14919
baba_t1,BABA,t1,68,"Then, Tom and Brian had a lot of fun at the garden. Tom gave a drink to",Brian,Tom,8403,4186
baba_t1,BABA,t1,69,"Then, Mary and Helen had a lot of fun at the garden. Mary gave a drink to",Helen,Mary,22695,5335
baba_t1,BABA,t1,70,"Then, Bob and Jason had a lot of fun at the garden. Bob gave a drink to",Jason,Bob,8982,5811
baba_t1,BABA,t1,71,"Then, Steven and Eric had a lot of fun at the garden. Steven gave a drink to",Eric,Steven,7651,8239
baba_t1,BABA,t1,72,"Then, Jason and Helen had a lot of fun at the garden. Jason gave a drink to",Helen,Jason,22695,8982
baba_t1,BABA,t1,73,"Then, Susan and Scott had a lot of fun at the garden. Susan gave a drink to",Scott,Susan,4746,14919
baba_t1,BABA,t1,74,"Then, Jason and Daniel had a lot of fun at the garden. Jason gave a drink to",Daniel,Jason,7806,8982
baba_t1,BABA,t1,75,"Then, Jacob and Steven had a lot of fun at the garden. Jacob gave a drink to",Steven,Jacob,8239,12806
baba_t1,BABA,t1,76,"Then, Emily and Karen had a lot of fun at the garden. Emily gave a drink to",Karen,Emily,18678,17608
baba_t1,BABA,t1,77,"Then, James and Nancy had a lot of fun at the garden. James gave a drink to",Nancy,James,18496,3700
baba_t1,BABA,t1,78,"Then, Susan and Eric had a lot of fun at the garden. Susan gave a drink to",Eric,Susan,7651,14919
baba_t1,BABA,t1,79,"Then, Jason and Kevin had a lot of fun at the garden. Jason gave a drink to",Kevin,Jason,7939,8982
baba_t1,BABA,t1,80,"Then, Kevin and Emma had a lot of fun at the garden. Kevin gave a drink to",Emma,Kevin,18966,7939
baba_t1,BABA,t1,81,"Then, Robert and Michael had a lot of fun at the garden. Robert gave a drink to",Michael,Robert,3899,5199
baba_t1,BABA,t1,82,"Then, Susan and Anna had a lot of fun at the garden. Susan gave a drink to",Anna,Susan,11735,14919
baba_t1,BABA,t1,83,"Then, Steven and Mark had a lot of fun at the garden. Steven gave a drink to",Mark,Steven,2940,8239
baba_t1,BABA,t1,84,"Then, Bob and Laura had a lot of fun at the garden. Bob gave a drink to",Laura,Bob,16753,5811
baba_t1,BABA,t1,85,"Then, Lisa and David had a lot of fun at the garden. Lisa gave a drink to",David,Lisa,3271,15378
baba_t1,BABA,t1,86,"Then, Anna and Alice had a lot of fun at the garden. Anna gave a drink to",Alice,Anna,14862,11735
baba_t1,BABA,t1,87,"Then, Mark and Kevin had a lot of fun at the garden. Mark gave a drink to",Kevin,Mark,7939,2940
baba_t1,BABA,t1,88,"Then, Nancy and David had a lot of fun at the garden. Nancy gave a drink to",David,Nancy,3271,18496
